symbol,threshold,cost_pips,trades,coverage,selected_accuracy,mean_net_bps,sum_net_bps,net_win_rate
EURCHF,0.6,0.0,177,0.06147968044459882,0.6384180790960452,2.1236733682859845,375.89018618661925,0.6384180790960452
EURCHF,0.6,1.5,177,0.06147968044459882,0.6384180790960452,0.5290945196346531,93.64972997533361,0.5536723163841808
EURCHF,0.6,3.0,177,0.06147968044459882,0.6384180790960452,-1.0654843290166784,-188.59072623595208,0.4463276836158192
EURCHF,0.65,0.0,24,0.008336227856894755,0.75,2.293571881964348,55.04572516714435,0.75
EURCHF,0.65,1.5,24,0.008336227856894755,0.75,0.6970224606765866,16.728539056238077,0.5
EURCHF,0.65,3.0,24,0.008336227856894755,0.75,-0.8995269606111748,-21.588647054668193,0.5
EURCHF,0.7,0.0,6,0.0020840569642236887,1.0,6.72185463221268,40.33112779327608,1.0
EURCHF,0.7,1.5,6,0.0020840569642236887,1.0,5.128852297987902,30.77311378792741,0.8333333333333334
EURCHF,0.7,3.0,6,0.0020840569642236887,1.0,3.5358499637631238,21.215099782578744,0.8333333333333334
EURGBP,0.5,0.0,2710,1.0,0.5535055350553506,0.8724379004494224,2364.306710217935,0.5487084870848709
EURGBP,0.5,1.5,2710,1.0,0.5535055350553506,-0.8710259677903611,-2360.4803727118788,0.44095940959409596
EURGBP,0.5,3.0,2710,1.0,0.5535055350553506,-2.614489836030145,-7085.267455641693,0.3457564575645756
EURGBP,0.55,0.0,723,0.26678966789667896,0.5878284923928078,1.141939386514941,825.6221764503024,0.5822959889349931
EURGBP,0.55,1.5,723,0.26678966789667896,0.5878284923928078,-0.5975901073655773,-432.05764762531237,0.47441217150760717
EURGBP,0.55,3.0,723,0.26678966789667896,0.5878284923928078,-2.337119601246096,-1689.7374717009272,0.38035961272475793
EURGBP,0.6,0.0,136,0.05018450184501845,0.6397058823529411,2.2895674767358316,311.3811768360731,0.6323529411764706
EURGBP,0.6,1.5,136,0.05018450184501845,0.6397058823529411,0.5465332745032889,74.3285253324473,0.5147058823529411
EURGBP,0.6,3.0,136,0.05018450184501845,0.6397058823529411,-1.1965009277292529,-162.7241261711784,0.4632352941176471
EURGBP,0.65,0.0,5,0.0018450184501845018,0.8,5.251653502292175,26.258267511460875,0.8
EURGBP,0.65,1.5,5,0.0018450184501845018,0.8,3.5060686681162827,17.530343340581414,0.8
EURGBP,0.65,3.0,5,0.0018450184501845018,0.8,1.7604838339403905,8.802419169701952,0.6
EURGBP,0.7,0.0,0,0.0,,,0.0,
EURGBP,0.7,1.5,0,0.0,,,0.0,
EURGBP,0.7,3.0,0,0.0,,,0.0,
EURJPY,0.5,0.0,2819,1.0,0.5225257183398369,0.46501817315798055,1310.8862301323472,0.521106775452288
EURJPY,0.5,1.5,2819,1.0,0.5225257183398369,-0.4462471063114845,-1257.970592692075,0.4927279177013125
EURJPY,0.5,3.0,2819,1.0,0.5225257183398369,-1.3575123857809497,-3826.8274155164972,0.46293011706278825
