task,horizon,bundle,model,accuracy,balanced_accuracy,ba_std,auc,brier,baseline_brier,majority_accuracy,persistence_balanced_accuracy,evaluations,selection_score
high_volatility,72,fomc,extra_trees,0.6484166897988105,0.5942751619326886,0.033216415805629326,0.6776421910176138,0.21748230328596127,0.23738310593734507,0.6126333014868235,0.5950842345596069,14,0.5776669540298739
high_volatility,4,context,extra_trees,0.7498389280858547,0.6018413815286311,0.049396875860410264,0.7603933320478465,0.1663160144443692,0.20105468766011872,0.7214559028730632,0.5730619133887164,14,0.577142943598426
high_volatility,4,fomc,extra_trees,0.7495221741952782,0.6019451760243941,0.049683908362691404,0.7609810320886601,0.16621679524052796,0.20105468766011872,0.7214559028730632,0.5730619133887164,14,0.5771032218430484
high_volatility,4,fomc,logistic,0.7429226736810423,0.5991871936616481,0.04820007304220855,0.7512218886329888,0.1680953509989687,0.20105468766011872,0.7214559028730632,0.5730619133887164,14,0.5750871571405438
high_volatility,4,cot_exploratory,extra_trees,0.7490924983969061,0.5998788306494801,0.05117677661914998,0.7608857058989765,0.16629910384655175,0.20105468766011872,0.7214559028730632,0.5730619133887164,14,0.5742904423399051
high_volatility,4,context,logistic,0.743007384130078,0.5973125337974985,0.046499476038021334,0.751204271432299,0.16805719421888926,0.20105468766011872,0.7214559028730632,0.5730619133887164,14,0.5740627957784878
high_volatility,24,cot_exploratory,logistic,0.6823243219923295,0.5879578815716674,0.03096085346461879,0.6805004020251484,0.20591111755004068,0.2260177241119404,0.6560560565462276,0.5910264791113223,14,0.572477454839358
high_volatility,24,context,logistic,0.6861847009756676,0.5865905034391368,0.029677477808058052,0.6869953531533742,0.20288687141989645,0.2260177241119404,0.6560560565462276,0.5910264791113223,14,0.5717517645351078
high_volatility,72,context,extra_trees,0.6427857625108963,0.5854827614046982,0.030932457685806727,0.6660636252667,0.21885703632776649,0.23738310593734507,0.6126333014868235,0.5950842345596069,14,0.5700165325617949
high_volatility,24,fomc,hist_boost,0.6752682013851974,0.5818549749679475,0.027653806124140933,0.6722175007299153,0.20810334747842324,0.2260177241119404,0.6560560565462276,0.5910264791113223,14,0.568028071905877
high_volatility,4,cot_exploratory,logistic,0.7419516062073958,0.5936664309753772,0.051281971141948074,0.7481524732315034,0.16913600180293126,0.20105468766011872,0.7214559028730632,0.5730619133887164,14,0.5680254454044031
high_volatility,24,fomc,catboost,0.6763570552823205,0.5831552971967152,0.03081628109385483,0.6763957024550267,0.20786253263918092,0.2260177241119404,0.6560560565462276,0.5910264791113223,14,0.5677471566497878
high_volatility,72,cot_exploratory,extra_trees,0.6443230512720577,0.584123314942299,0.03312230308936044,0.6682784227094628,0.21952505699508978,0.23738310593734507,0.6126333014868235,0.5950842345596069,14,0.5675621633976188
high_volatility,24,fomc,xgboost,0.6761723967043742,0.5780231454723801,0.031032382668605935,0.674611550422618,0.2076180091037476,0.2260177241119404,0.6560560565462276,0.5910264791113223,14,0.5625069541380772
high_volatility,24,context,hist_boost,0.6747935447842782,0.574776370414491,0.027816357282423487,0.6706753260392756,0.20769297299725314,0.2260177241119404,0.6560560565462276,0.5910264791113223,14,0.5608681917732793
