symbol,task,horizon,bundle,model,fold,n,accuracy,balanced_accuracy,auc,brier,majority_accuracy,baseline_brier,persistence_accuracy,persistence_balanced_accuracy,positive_rate
EURUSD,direction,4,context,logistic,1,6105,0.5316953316953317,0.531408539890206,0.5400816747071355,0.2487557086281471,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,context,hist_boost,1,6105,0.5272727272727272,0.5269547998647699,0.5317843937987325,0.2494908538685659,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,context,extra_trees,1,6105,0.5256347256347257,0.5254031414174479,0.5363378392156652,0.24889636440588112,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,context,catboost,1,6105,0.5285831285831286,0.5284493074821974,0.5346678544022238,0.24908790656810642,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,context,xgboost,1,6105,0.5212121212121212,0.5209512795882993,0.5273493820734214,0.24955340977568158,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,fomc,logistic,1,6105,0.5292383292383293,0.5290538183730527,0.5411859467987485,0.24878404848908778,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,fomc,hist_boost,1,6105,0.5284193284193284,0.5280967432076373,0.5356115138798706,0.24935184500870702,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,fomc,extra_trees,1,6105,0.5344799344799345,0.5342786921314309,0.5391017928725134,0.24882911898348278,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,fomc,catboost,1,6105,0.53005733005733,0.5297517024507779,0.5355172284262326,0.24920098233006258,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,fomc,xgboost,1,6105,0.526945126945127,0.5266703872840746,0.5295701613638926,0.24958313283864214,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,cot_exploratory,logistic,1,6105,0.531040131040131,0.5316999286285411,0.5350840626995583,0.28346182948530607,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,cot_exploratory,hist_boost,1,6105,0.5228501228501229,0.5225780658871257,0.5316635452833125,0.249531784698404,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
EURUSD,direction,4,cot_exploratory,extra_trees,1,6105,0.5305487305487305,0.5303248206322545,0.5374014349419637,0.2488955464899972,0.5028665028665029,0.24999496767422666,0.4846846846846847,0.4846752598618721,0.5028665028665029
