symbol,task,horizon,bundle,model,fold,n,accuracy,balanced_accuracy,auc,brier,majority_accuracy,baseline_brier,persistence_accuracy,persistence_balanced_accuracy,positive_rate
GBPUSD,high_volatility,72,cot_exploratory,hist_boost,0,4654,0.625268586162441,0.5951651227525205,0.6330775498151646,0.2302659567350997,0.6138805328749463,0.23776859170093206,0.6413837559088956,0.6240853918043704,0.38611946712505374
GBPUSD,high_volatility,72,cot_exploratory,extra_trees,0,4654,0.6259131929522991,0.5579069576739828,0.6051477309536039,0.23042367225403715,0.6138805328749463,0.23776859170093206,0.6413837559088956,0.6240853918043704,0.38611946712505374
GBPUSD,high_volatility,72,cot_exploratory,catboost,0,4654,0.6360120326600773,0.5861595250046309,0.6274123110718697,0.2264613396577348,0.6138805328749463,0.23776859170093206,0.6413837559088956,0.6240853918043704,0.38611946712505374
GBPUSD,high_volatility,72,cot_exploratory,xgboost,0,4654,0.6278470133218736,0.5867354859117468,0.6273109287072589,0.23015502602957652,0.6138805328749463,0.23776859170093206,0.6413837559088956,0.6240853918043704,0.38611946712505374
GBPUSD,direction,72,price,logistic,1,6220,0.5072347266881029,0.5008216206775675,0.507256045601034,0.2498662991254614,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,price,hist_boost,1,6220,0.5064308681672026,0.5029417351850648,0.501357934842304,0.2510058825239376,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,price,extra_trees,1,6220,0.5151125401929261,0.5125075478187167,0.5098237524836928,0.24998632637795776,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,price,catboost,1,6220,0.5162379421221865,0.5136120435664855,0.5101543252156948,0.24998101030817466,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,price,xgboost,1,6220,0.5086816720257235,0.5055244445860774,0.5024421513238843,0.2511506531498465,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,context,logistic,1,6220,0.5152733118971061,0.5126988557941381,0.5184087108139395,0.2507686613761586,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,context,hist_boost,1,6220,0.509967845659164,0.5100185782910042,0.5002767705972161,0.25205389218558805,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,context,extra_trees,1,6220,0.5107717041800643,0.5082982550312238,0.5033319041279067,0.25063240616421706,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,context,catboost,1,6220,0.5027331189710611,0.5031913977836003,0.5124377085091387,0.2506895428147479,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,context,xgboost,1,6220,0.48665594855305466,0.4866853166938505,0.4780055321010438,0.2541237345446535,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,fomc,logistic,1,6220,0.5127009646302251,0.5110458886684841,0.5249727781891111,0.25160438426015436,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,fomc,hist_boost,1,6220,0.4985530546623794,0.4975481746384186,0.5099389614780854,0.2524102120989374,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,fomc,extra_trees,1,6220,0.5268488745980707,0.5247782627787313,0.5384934098592826,0.24893572614764276,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,fomc,catboost,1,6220,0.522668810289389,0.5217684472000335,0.5305486452001666,0.2501031946359691,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,fomc,xgboost,1,6220,0.509967845659164,0.5091407757688429,0.5092520013359484,0.2531402127384439,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,cot_exploratory,logistic,1,6220,0.512540192926045,0.5097073536343962,0.507389309350273,0.2566899401286763,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,cot_exploratory,hist_boost,1,6220,0.5017684887459807,0.5001575781755365,0.501959018500071,0.25800719514976306,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,cot_exploratory,extra_trees,1,6220,0.5353697749196141,0.5325796757883358,0.5366658961925057,0.2492406682184943,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,cot_exploratory,catboost,1,6220,0.5167202572347267,0.516332672670709,0.5125474855572307,0.25597667445418343,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,direction,72,cot_exploratory,xgboost,1,6220,0.5118971061093247,0.5093245307522656,0.5114798235786614,0.25601698653495314,0.5135048231511254,0.24982980903343485,0.4901929260450161,0.48980770289302356,0.4864951768488746
GBPUSD,high_volatility,72,price,logistic,1,6220,0.6109324758842444,0.5017215207251545,0.5448275307766632,0.2364840397219642,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,price,hist_boost,1,6220,0.6236334405144695,0.5253974812142445,0.5317257262319355,0.23567416288866466,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,price,extra_trees,1,6220,0.6231511254019293,0.5207796783656219,0.5469581977839413,0.23489682922802727,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,price,catboost,1,6220,0.6254019292604501,0.5260330862163646,0.5300445010392121,0.23532332385992744,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,price,xgboost,1,6220,0.6239549839228296,0.5238834118824682,0.5319317113458317,0.23539735092912623,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,context,logistic,1,6220,0.6744372990353698,0.6296569036348091,0.7402617319736686,0.19969666787856719,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,context,hist_boost,1,6220,0.6553054662379422,0.6120400444184931,0.7164609748086668,0.20624451464276747,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,context,extra_trees,1,6220,0.6487138263665595,0.5779671848824196,0.6993381974711349,0.21145944394199054,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,context,catboost,1,6220,0.6491961414790997,0.6014739258579581,0.7105028839002078,0.20786725648952434,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,context,xgboost,1,6220,0.6517684887459807,0.6029169620948289,0.7136818864304632,0.20681277275318952,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,fomc,logistic,1,6220,0.6871382636655948,0.6445180263313384,0.757247222106368,0.1947116262543304,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,fomc,hist_boost,1,6220,0.6758842443729903,0.6172139473373234,0.7324673160872799,0.20274250631624005,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,fomc,extra_trees,1,6220,0.6678456591639872,0.5928432962136536,0.7267213469438825,0.20782824166491226,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,fomc,catboost,1,6220,0.6755627009646302,0.6191724622720859,0.7288791672749011,0.20303550475455062,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,fomc,xgboost,1,6220,0.6715434083601286,0.6133575236863873,0.7265812901000285,0.2038305542513056,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,cot_exploratory,logistic,1,6220,0.6911575562700965,0.6468514743603111,0.7581470832551318,0.19442677299251934,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,cot_exploratory,hist_boost,1,6220,0.6686495176848875,0.6057248329961977,0.720265970064438,0.20659382747565197,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,cot_exploratory,extra_trees,1,6220,0.6655948553054662,0.5915898987897872,0.7191126597918795,0.20955469884833897,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,cot_exploratory,catboost,1,6220,0.6620578778135048,0.6055779878214085,0.7101841038794932,0.20875422531083526,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
GBPUSD,high_volatility,72,cot_exploratory,xgboost,1,6220,0.6615755627009646,0.5968861002787451,0.7131331720643129,0.2072020371383139,0.6096463022508039,0.2382045290964451,0.6336012861736334,0.6189061424728379,0.39035369774919615
USDJPY,direction,4,price,logistic,0,4550,0.4942857142857143,0.494190984732907,0.4979389733625784,0.2509267406567898,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,price,hist_boost,0,4550,0.5101098901098902,0.5098760022072906,0.5215845540670256,0.2508476304130569,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,price,extra_trees,0,4550,0.5129670329670329,0.5124349444390344,0.5155615529556518,0.2508637034876015,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,price,catboost,0,4550,0.5173626373626373,0.5170862141721038,0.5168236347026882,0.2509725989233757,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,price,xgboost,0,4550,0.5147252747252747,0.5144082513714416,0.5134945366467423,0.25131994849589107,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,context,logistic,0,4550,0.4956043956043956,0.4954893909392887,0.49111074786651765,0.2524989357735607,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,context,hist_boost,0,4550,0.5131868131868131,0.5129340193246124,0.5240181962355495,0.25062155248649376,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,context,extra_trees,0,4550,0.5162637362637362,0.5159487562350548,0.5249896823078244,0.2506131802282147,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,context,catboost,0,4550,0.5175824175824176,0.5172945001677108,0.5192461669966782,0.25075454098968464,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,context,xgboost,0,4550,0.5145054945054945,0.5142161954534142,0.5211427674910001,0.25091347107206213,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,fomc,logistic,0,4550,0.4958241758241758,0.4959343655662674,0.49119035253274224,0.25254462372261677,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,fomc,hist_boost,0,4550,0.5118681318681318,0.5117762737905887,0.5207117043590898,0.2508239873370925,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,fomc,extra_trees,0,4550,0.5107692307692308,0.5104278248450027,0.5238437229015669,0.25059839802829786,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,fomc,catboost,0,4550,0.5096703296703297,0.5095919758496446,0.5158098344995803,0.2506941639597244,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,fomc,xgboost,0,4550,0.5098901098901099,0.5097894417935318,0.5187177233992892,0.2509806555556616,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,cot_exploratory,logistic,0,4550,0.4969230769230769,0.4970623559580615,0.4914656842059705,0.2527102154082741,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,cot_exploratory,hist_boost,0,4550,0.5182417582417582,0.5180316161911254,0.5226340024762461,0.2505682138691758,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,cot_exploratory,extra_trees,0,4550,0.5215384615384615,0.5211694311898811,0.5318391614769061,0.25038774348678866,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,cot_exploratory,catboost,0,4550,0.5195604395604395,0.5193137923199272,0.5215094899582191,0.2505573830836462,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,direction,4,cot_exploratory,xgboost,0,4550,0.516043956043956,0.5159054760281754,0.5217695576299141,0.25091119348477114,0.5015384615384615,0.24999769326832122,0.4938461538461538,0.49383392302615203,0.5015384615384615
USDJPY,high_volatility,4,price,logistic,0,4550,0.727912087912088,0.5148916485784436,0.6111684399055854,0.19382569591138152,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,price,hist_boost,0,4550,0.727912087912088,0.524787219801987,0.6384720347235788,0.18862023083617255,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,price,extra_trees,0,4550,0.729010989010989,0.5178764171932161,0.6361174794082313,0.18861216485175186,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,price,catboost,0,4550,0.7274725274725274,0.5222574102408996,0.6393103019238511,0.188215005242807,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,price,xgboost,0,4550,0.7283516483516483,0.5243483579960113,0.6348185646532035,0.1890380762034072,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,context,logistic,0,4550,0.7305494505494505,0.5434295270967512,0.681753539760565,0.18335502506573584,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,context,hist_boost,0,4550,0.7415384615384616,0.5656081455462305,0.6944844051558637,0.1791017788947978,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,context,extra_trees,0,4550,0.738021978021978,0.5456170583381201,0.686809043796859,0.1806186162226555,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,context,catboost,0,4550,0.7382417582417582,0.5576433968242672,0.6943754764119646,0.17917376583601868,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,context,xgboost,0,4550,0.7369230769230769,0.557228257278074,0.6926651741008114,0.17948268435095313,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,fomc,logistic,0,4550,0.7307692307692307,0.5411072873087605,0.6815114758852336,0.18351023289039534,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,fomc,hist_boost,0,4550,0.7395604395604396,0.5632537112628206,0.694056436224278,0.179086708991984,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,fomc,extra_trees,0,4550,0.7382417582417582,0.546510879197781,0.6882757088174913,0.18031721701997003,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,fomc,catboost,0,4550,0.7373626373626374,0.554068113385624,0.6940160115570978,0.17946081252087953,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,fomc,xgboost,0,4550,0.7375824175824176,0.5574358270511706,0.6926902277119081,0.1795616052929944,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,cot_exploratory,logistic,0,4550,0.7316483516483516,0.5419612886609293,0.6808978439612688,0.18369742907101066,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,cot_exploratory,hist_boost,0,4550,0.7408791208791209,0.5624319044060708,0.6951727137853683,0.17899263946661967,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,cot_exploratory,extra_trees,0,4550,0.7375824175824176,0.546550698705273,0.686149903864332,0.18075241358445965,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,cot_exploratory,catboost,0,4550,0.7389010989010989,0.5568614094750094,0.6947804492753938,0.1792120789842308,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,high_volatility,4,cot_exploratory,xgboost,0,4550,0.7367032967032967,0.5533657650513503,0.6928139223522025,0.17952536993620838,0.7246153846153847,0.1995747375354976,0.6483516483516484,0.5594437468970437,0.2753846153846154
USDJPY,direction,4,price,logistic,1,5443,0.5041337497703472,0.5034227208137902,0.5037662763310378,0.25023850612689236,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,price,hist_boost,1,5443,0.5122175270990262,0.510590439942902,0.5223852155753453,0.2498671058972938,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,price,extra_trees,1,5443,0.5182803600955356,0.5151842622121625,0.5242103289297523,0.24969898676693955,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,price,catboost,1,5443,0.5190152489435973,0.5168497566740691,0.5256064369577652,0.24962896958160177,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,price,xgboost,1,5443,0.5136873047951497,0.5116872372165059,0.5248013173726149,0.24992310993447084,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,context,logistic,1,5443,0.5092779717067794,0.5083147730493599,0.5150175506477568,0.25024531376457476,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,context,hist_boost,1,5443,0.512952415947088,0.5117452620276179,0.5210881347569835,0.24983903912982716,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,context,extra_trees,1,5443,0.5208524710637517,0.5189799224696656,0.5259331051609524,0.24972132981799647,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,context,catboost,1,5443,0.5153408047032886,0.5134739825933673,0.5219382421467911,0.24975590310882864,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,context,xgboost,1,5443,0.5107477494029028,0.5091197575359977,0.5223346887316763,0.24977432002244554,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,fomc,logistic,1,5443,0.5076244717986405,0.5063912404286082,0.5120760507354358,0.25036004430518943,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,fomc,hist_boost,1,5443,0.5136873047951497,0.5123255776879942,0.5243189481337898,0.249581780682384,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,fomc,extra_trees,1,5443,0.5232408598199523,0.5211463622158642,0.5272639606074353,0.24955220453068536,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,fomc,catboost,1,5443,0.5208524710637517,0.5193446884533732,0.5268729855123058,0.24943657486208987,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,fomc,xgboost,1,5443,0.5032151387102701,0.50124966124048,0.5184649944893316,0.250063410543263,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,cot_exploratory,logistic,1,5443,0.5230571376079368,0.5203561034670872,0.5184941757680284,0.2500602833909,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,cot_exploratory,hist_boost,1,5443,0.5162594157633658,0.5151546080886722,0.5283612982750893,0.24939986293980632,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,cot_exploratory,extra_trees,1,5443,0.5219548043358442,0.5191254235676113,0.5303385325545534,0.2492398089812341,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,cot_exploratory,catboost,1,5443,0.5212199154877825,0.5196302867087652,0.5255940078946166,0.2495986409022694,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,direction,4,cot_exploratory,xgboost,1,5443,0.515891971339335,0.5135740905911181,0.5190862449989908,0.25003942145171465,0.5124012493110417,0.2499674865204313,0.49347786147345213,0.49314327764662713,0.5124012493110417
USDJPY,high_volatility,4,price,logistic,1,5443,0.7347051258497153,0.5132689966061297,0.6426988609376754,0.18535384406951236,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,price,hist_boost,1,5443,0.7394819033621165,0.5248698152801886,0.680867034551845,0.17970309421101158,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,price,extra_trees,1,5443,0.7389307367260702,0.5227372902579515,0.6701831653669784,0.18128370387842324,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,price,catboost,1,5443,0.7378284034539776,0.5226448008152197,0.6801064794424726,0.1799292887311434,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,price,xgboost,1,5443,0.7387470145140548,0.5226120711244678,0.6805507914712817,0.18015933727928052,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,context,logistic,1,5443,0.7565680690795518,0.5850486627460124,0.7491304610654853,0.16546906494883443,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,context,hist_boost,1,5443,0.7617122910159838,0.5953626605179755,0.7602407661683808,0.16347688619696069,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,context,extra_trees,1,5443,0.7574866801396288,0.5718394258918625,0.7519085986683592,0.16700699049569048,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,context,catboost,1,5443,0.7598750688958295,0.5846673057160375,0.7609563287477223,0.16384441479453474,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,context,xgboost,1,5443,0.7624471798640455,0.5934478440719535,0.7591826213114329,0.16382138931117338,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,fomc,logistic,1,5443,0.7552820135954437,0.5837329119061807,0.7488510065027592,0.16555139957760495,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,fomc,hist_boost,1,5443,0.7604262355318758,0.5936076927726971,0.7614483104052782,0.16328710158490112,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,fomc,extra_trees,1,5443,0.7560169024435054,0.5679827629385907,0.7515179149718905,0.16720520138540143,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,fomc,catboost,1,5443,0.7595076244717986,0.5874913857871965,0.7612855255317494,0.16366046543775517,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,fomc,xgboost,1,5443,0.7620797354400147,0.5918797550886465,0.7594622485902053,0.163830665894218,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,cot_exploratory,logistic,1,5443,0.7562006246555208,0.5869943090062782,0.7492886689637901,0.1654720188385801,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,cot_exploratory,hist_boost,1,5443,0.7622634576520302,0.5959579263711495,0.7604299765969758,0.16356885866050486,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,cot_exploratory,extra_trees,1,5443,0.7563843468675363,0.568233201205558,0.7553033325561112,0.16659300101455823,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,cot_exploratory,catboost,1,5443,0.7593239022597832,0.5845112567683101,0.7607447515911466,0.16380543409570544,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,high_volatility,4,cot_exploratory,xgboost,1,5443,0.7631820687121073,0.5943879375113345,0.7588257036019931,0.16413694857032227,0.7336027925776226,0.19545662829066351,0.6913466838140732,0.6064784061763258,0.2663972074223774
USDJPY,direction,24,price,logistic,0,4540,0.49801762114537446,0.4987633370182216,0.5052515479635817,0.2501722063161795,0.4960352422907489,0.25000903641732597,0.48325991189427314,0.4832344054701959,0.5039647577092511
USDJPY,direction,24,price,hist_boost,0,4540,0.49823788546255504,0.4983879907836391,0.4970605964861071,0.25194084917781306,0.4960352422907489,0.25000903641732597,0.48325991189427314,0.4832344054701959,0.5039647577092511
USDJPY,direction,24,price,extra_trees,0,4540,0.49757709251101323,0.4984415562235278,0.4950708150641543,0.250536987716457,0.4960352422907489,0.25000903641732597,0.48325991189427314,0.4832344054701959,0.5039647577092511
USDJPY,direction,24,price,catboost,0,4540,0.5077092511013216,0.5079420468519048,0.5034297407743235,0.2506420937009217,0.4960352422907489,0.25000903641732597,0.48325991189427314,0.4832344054701959,0.5039647577092511
USDJPY,direction,24,price,xgboost,0,4540,0.49823788546255504,0.4985102597225155,0.5008705354370319,0.251680792544092,0.4960352422907489,0.25000903641732597,0.48325991189427314,0.4832344054701959,0.5039647577092511
