entry_time,exit_time,side,entry,exit,stop,target,reason,net_r,net_pips,pnl_usd,balance
2010-01-05 03:00:00+00:00,2010-01-05 05:00:00+00:00,LONG,1.44141,1.4469391803450842,1.437723879769944,1.4469391803450842,target,1.3118471203289808,52.291803450840945,65.59235601644903,10065.592356016448
2010-01-06 13:00:00+00:00,2010-01-06 16:00:00+00:00,SHORT,1.43547,1.4400236174674195,1.4400236174674195,1.4286395737988709,stop,-0.9999999999999954,-48.53617467419446,-50.32796178008201,10015.264394236367
2010-01-06 18:00:00+00:00,2010-01-07 06:00:00+00:00,LONG,1.4403,1.4357187413348407,1.4357187413348407,1.4471718879977387,stop,-1.0000000000000095,-48.812586651592376,-50.07632197118231,9965.188072265184
2010-01-07 15:00:00+00:00,2010-01-08 13:00:00+00:00,SHORT,1.43154,1.4360612642837518,1.4360612642837518,1.4247581035743724,stop,-0.9999999999999988,-48.21264283751769,-49.825940361325856,9915.362131903858
2010-01-11 02:00:00+00:00,2010-01-13 02:00:00+00:00,LONG,1.44784,1.44755,1.4425416617191178,1.4557875074213233,time,-0.10538841534726766,-5.900000000001235,-5.224821513378266,9910.137310390479
2010-01-15 21:00:00+00:00,2010-01-19 10:00:00+00:00,SHORT,1.4376,1.431469150141596,1.441687233238936,1.431469150141596,target,1.3290494352240352,58.308498584040635,65.85531197683552,9975.992622367314
2010-03-03 08:00:00+00:00,2010-03-03 15:00:00+00:00,LONG,1.36217,1.368498428491463,1.3579510476723582,1.368498428491463,target,1.334032327490522,60.28428491462867,66.54148328522471,10042.534105652538
2010-03-09 22:00:00+00:00,2010-03-10 08:00:00+00:00,SHORT,1.35995,1.3545190530535847,1.3635706312976101,1.3545190530535847,target,1.3087042766665893,51.30946946415327,65.7135366631878,10108.247642315726
2010-03-10 19:00:00+00:00,2010-03-12 05:00:00+00:00,LONG,1.36394,1.3700277627269974,1.359881491515335,1.3700277627269974,target,1.3279227853659636,57.87762726997514,67.11486182176417,10175.36250413749
2010-03-19 01:00:00+00:00,2010-03-19 09:00:00+00:00,SHORT,1.36148,1.3558613550627556,1.3652257632914964,1.3558613550627556,target,1.314620889567008,53.18644937244399,66.88372053428003,10242.246224671771
2010-04-01 04:00:00+00:00,2010-04-01 11:00:00+00:00,LONG,1.35053,1.347124035352952,1.347124035352952,1.3556389469705719,stop,-0.9999999999999976,-37.05964647047899,-51.21123112335873,10191.034993548412
2010-04-06 04:00:00+00:00,2010-04-06 12:00:00+00:00,SHORT,1.3427,1.3376179572212075,1.346088028519195,1.3376179572212075,target,1.2966393166168737,47.82042778792539,66.0704832482663,10257.105476796678
2010-04-12 02:00:00+00:00,2010-04-12 11:00:00+00:00,LONG,1.36344,1.3579421539289531,1.3579421539289531,1.3716867691065702,stop,-1.0000000000000069,-57.97846071046863,-51.28552738398375,10205.819949412695
2010-04-19 05:00:00+00:00,2010-04-20 09:00:00+00:00,SHORT,1.3465,1.350126718066063,1.350126718066063,1.3410599229009057,stop,-1.0000000000000122,-39.26718066062961,-51.0290997470641,10154.790849665631
2010-06-14 05:00:00+00:00,2010-06-14 09:00:00+00:00,LONG,1.21726,1.2242143925606517,1.212623738292899,1.2242143925606517,target,1.34806316105141,66.54392560651668,68.44649726308091,10223.237346928712
2010-06-29 10:00:00+00:00,2010-06-30 06:00:00+00:00,SHORT,1.21923,1.223229292850918,1.223229292850918,1.213231060723623,stop,-0.9999999999999865,-42.99292850918046,-51.11618673464287,10172.121160194069
2010-07-01 17:00:00+00:00,2010-07-01 19:00:00+00:00,LONG,1.24371,1.2523809058958948,1.2379293960694036,1.2523809058958948,target,1.376656988588562,83.70905895894698,70.01760841975377,10242.138768613822
