entry_time,exit_time,side,entry,exit,stop,target,reason,net_r,net_pips,pnl_usd,balance
2010-01-11 21:00:00+00:00,2010-01-12 00:00:00+00:00,LONG,0.96223,0.9594247093530063,0.9594247093530063,0.9664379359704907,stop,-0.9999999999999903,-29.552906469937522,-49.99999999999952,9950.0
2010-01-15 03:00:00+00:00,2010-01-18 00:00:00+00:00,SHORT,0.95062,0.9468697430683304,0.9531201712877797,0.9468697430683304,target,1.3584997121774247,36.00256931669637,67.58536068082688,10017.585360680827
2010-01-25 03:00:00+00:00,2010-01-26 04:00:00+00:00,LONG,0.95687,0.9531875703613418,0.9531875703613418,0.9623936444579873,stop,-1.000000000000004,-38.324296386581686,-50.087926803404336,9967.497433877423
2010-01-29 08:00:00+00:00,2010-01-29 13:00:00+00:00,SHORT,0.95081,0.953783794067336,0.953783794067336,0.946349308898996,stop,-0.9999999999999896,-31.237940673359997,-49.8374871693866,9917.659946708036
2010-02-16 20:00:00+00:00,2010-02-17 22:00:00+00:00,LONG,0.94116,0.9384891874972213,0.9384891874972213,0.945166218754168,stop,-1.000000000000019,-28.208125027786743,-49.58829973354113,9868.071646974495
2010-02-22 22:00:00+00:00,2010-02-23 23:00:00+00:00,LONG,0.93881,0.9425313197759899,0.9363291201493401,0.9425313197759899,target,1.3574621338538193,35.71319775989884,66.97766797462185,9935.049314949116
2010-03-02 12:00:00+00:00,2010-03-02 13:00:00+00:00,SHORT,0.93402,0.9371277812376645,0.9371277812376645,0.9293583281435032,stop,-0.9999999999999966,-32.57781237664531,-49.67524657474541,9885.37406837437
2010-03-10 00:00:00+00:00,2010-03-10 21:00:00+00:00,LONG,0.93938,0.9368531227479644,0.9368531227479644,0.9431703158780533,stop,-1.0000000000000013,-26.768772520355974,-49.42687034187192,9835.9471980325
2010-03-12 21:00:00+00:00,2010-03-16 13:00:00+00:00,SHORT,0.93194,0.9279607005740164,0.9345928662839891,0.9279607005740164,target,1.3662083874132107,38.292994259836284,67.18976780052735,9903.136965833028
2010-03-23 23:00:00+00:00,2010-03-24 06:00:00+00:00,LONG,0.93395,0.9315588320064047,0.9315588320064047,0.9375367519903929,stop,-1.0000000000000056,-25.41167993595289,-49.515684829165416,9853.621281003861
2010-03-29 22:00:00+00:00,2010-03-31 00:00:00+00:00,LONG,0.93616,0.9336202333011299,0.9336202333011299,0.9399696500483052,stop,-0.9999999999999907,-26.89766698870127,-49.26810640501885,9804.353174598842
2010-04-01 00:00:00+00:00,2010-04-01 18:00:00+00:00,SHORT,0.92972,0.9258472530194595,0.9323018313203604,0.9258472530194595,target,1.362729445553559,37.2274698054052,66.80340382816178,9871.156578427004
2010-04-08 08:00:00+00:00,2010-04-08 13:00:00+00:00,LONG,0.93076,0.9340012893784418,0.9285991404143721,0.9340012893784418,target,1.3377227234695264,30.912893784418138,66.02435230943752,9937.180930736442
2010-04-21 07:00:00+00:00,2010-04-23 03:00:00+00:00,SHORT,0.92738,0.9235194862171324,0.929953675855245,0.9235194862171324,target,1.3623184182222674,37.10513782867558,67.68802303574674,10004.86895377219
2010-04-28 06:00:00+00:00,2010-04-28 12:00:00+00:00,LONG,0.93488,0.9320883086180185,0.9320883086180185,0.9390675370729723,stop,-1.0000000000000018,-29.416913819815424,-50.02434476886104,9954.844609003329
2010-05-07 02:00:00+00:00,2010-05-07 08:00:00+00:00,SHORT,0.93101,0.9365210437871405,0.9365210437871405,0.9227434343192893,stop,-1.0,-56.610437871405125,-49.77422304501664,9905.070385958312
